Sample ID,Poolseq ID (2020)1,Population,Latitude,Longitude,Date collected,gDNA plate ID,UD_i7,UD_i5,Depth
TB_15,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0191_i7,UDP0191_i5,
TB_2,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0178_i7,UDP0178_i5,
TB_3,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0179_i7,UDP0179_i5,
TB_4,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0180_i7,UDP0180_i5,
TB_5,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0181_i7,UDP0181_i5,
TB_6,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0182_i7,UDP0182_i5,
TB_7,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0183_i7,UDP0183_i5,
TB_8,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0184_i7,UDP0184_i5,
TB_9,,Trinity Bay,48.1785,-53.327167,Aug 7/21,,UDP0185_i7,UDP0185_i5,
WCB_F_1,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0137_i7,UDP0137_i5,
WCB_F_10,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0146_i7,UDP0146_i5,
WCB_F_11,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0147_i7,UDP0147_i5,
WCB_F_12,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0148_i7,UDP0148_i5,
WCB_F_13,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0149_i7,UDP0149_i5,
WCB_F_14,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0150_i7,UDP0150_i5,
WCB_F_15,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0151_i7,UDP0151_i5,
WCB_F_16,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0152_i7,UDP0152_i5,
WCB_F_17,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0153_i7,UDP0153_i5,
WCB_F_18,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0154_i7,UDP0154_i5,
WCB_F_19,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0155_i7,UDP0155_i5,
WCB_F_2,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0138_i7,UDP0138_i5,
WCB_F_20,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0156_i7,UDP0156_i5,
WCB_F_21,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0157_i7,UDP0157_i5,
WCB_F_22,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0158_i7,UDP0158_i5,
WCB_F_23,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0159_i7,UDP0159_i5,
WCB_F_24,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0160_i7,UDP0160_i5,
WCB_F_25,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0161_i7,UDP0161_i5,
WCB_F_26,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0162_i7,UDP0162_i5,
WCB_F_27,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0163_i7,UDP0163_i5,
WCB_F_28,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0164_i7,UDP0164_i5,
WCB_F_29,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0165_i7,UDP0165_i5,
WCB_F_3,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0139_i7,UDP0139_i5,
WCB_F_30,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0166_i7,UDP0166_i5,
WCB_F_31,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0167_i7,UDP0167_i5,
WCB_F_32,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0168_i7,UDP0168_i5,
WCB_F_33,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0169_i7,UDP0169_i5,
WCB_F_34,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0170_i7,UDP0170_i5,
WCB_F_35,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0171_i7,UDP0171_i5,
WCB_F_36,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0172_i7,UDP0172_i5,
WCB_F_37,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0173_i7,UDP0173_i5,
WCB_F_38,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0174_i7,UDP0174_i5,
WCB_F_39,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0175_i7,UDP0175_i5,
WCB_F_4,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0140_i7,UDP0140_i5,
WCB_F_40,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0176_i7,UDP0176_i5,
WCB_F_41,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0177_i7,UDP0177_i5,
WCB_F_42,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0178_i7,UDP0178_i5,
WCB_F_43,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0179_i7,UDP0179_i5,
WCB_F_44,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0180_i7,UDP0180_i5,
WCB_F_45,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0181_i7,UDP0181_i5,
WCB_F_46,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0182_i7,UDP0182_i5,
WCB_F_47,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0183_i7,UDP0183_i5,
WCB_F_48,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0184_i7,UDP0184_i5,
WCB_F_49,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0185_i7,UDP0185_i5,
WCB_F_5,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0141_i7,UDP0141_i5,
WCB_F_50,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0186_i7,UDP0186_i5,
WCB_F_51,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0187_i7,UDP0187_i5,
WCB_F_52,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0188_i7,UDP0188_i5,
WCB_F_53,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0189_i7,UDP0189_i5,
WCB_F_54,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0190_i7,UDP0190_i5,
WCB_F_55,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0191_i7,UDP0191_i5,
WCB_F_56,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0087_i7,UDP0087_i5,
WCB_F_57,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0002_i7,UDP0002_i5,
WCB_F_58,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0003_i7,UDP0003_i5,
WCB_F_59,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0004_i7,UDP0004_i5,
WCB_F_6,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0142_i7,UDP0142_i5,
WCB_F_60,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0005_i7,UDP0005_i5,
WCB_F_61,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0006_i7,UDP0006_i5,
WCB_F_62,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0007_i7,UDP0007_i5,
WCB_F_63,,Western Cape Breton_Female,46.53343333,-61.38253333,2021,Snow Crab_extra samples (2021),UDP0008_i7,UDP0008_i5,
WCB_F_64,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0088_i7,UDP0088_i5,
WCB_F_65,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0010_i7,UDP0010_i5,
WCB_F_66,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0011_i7,UDP0011_i5,
WCB_F_67,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0012_i7,UDP0012_i5,
WCB_F_68,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0013_i7,UDP0013_i5,
WCB_F_69,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0014_i7,UDP0014_i5,
WCB_F_7,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0143_i7,UDP0143_i5,
WCB_F_70,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0015_i7,UDP0015_i5,
WCB_F_8,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0144_i7,UDP0144_i5,
WCB_F_9,,Western Cape Breton_Female,46.533444,-61.382528,2021,,UDP0145_i7,UDP0145_i5,
WCB_M_1,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0097_i7,UDP0097_i5,
WCB_M_10,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0106_i7,UDP0106_i5,
WCB_M_11,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0107_i7,UDP0107_i5,
WCB_M_12,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0108_i7,UDP0108_i5,
WCB_M_13,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0109_i7,UDP0109_i5,
WCB_M_14,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0110_i7,UDP0110_i5,
WCB_M_15,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0111_i7,UDP0111_i5,
WCB_M_16,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0112_i7,UDP0112_i5,
WCB_M_17,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0113_i7,UDP0113_i5,
WCB_M_18,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0114_i7,UDP0114_i5,
WCB_M_19,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0115_i7,UDP0115_i5,
WCB_M_2,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0098_i7,UDP0098_i5,
WCB_M_20,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0116_i7,UDP0116_i5,
WCB_M_21,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0117_i7,UDP0117_i5,
WCB_M_22,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0118_i7,UDP0118_i5,
WCB_M_23,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0119_i7,UDP0119_i5,
WCB_M_24,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0120_i7,UDP0120_i5,
WCB_M_25,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0121_i7,UDP0121_i5,
WCB_M_26,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0122_i7,UDP0122_i5,
WCB_M_27,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0123_i7,UDP0123_i5,
WCB_M_28,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0124_i7,UDP0124_i5,
WCB_M_29,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0125_i7,UDP0125_i5,
WCB_M_3,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0099_i7,UDP0099_i5,
WCB_M_30,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0126_i7,UDP0126_i5,
WCB_M_31,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0127_i7,UDP0127_i5,
WCB_M_32,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0128_i7,UDP0128_i5,
WCB_M_33,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0129_i7,UDP0129_i5,
WCB_M_34,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0130_i7,UDP0130_i5,
WCB_M_35,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0131_i7,UDP0131_i5,
WCB_M_36,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0132_i7,UDP0132_i5,
WCB_M_37,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0133_i7,UDP0133_i5,
WCB_M_38,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0134_i7,UDP0134_i5,
WCB_M_39,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0135_i7,UDP0135_i5,
WCB_M_4,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0100_i7,UDP0100_i5,
WCB_M_40,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0136_i7,UDP0136_i5,
WCB_M_41,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0137_i7,UDP0137_i5,
WCB_M_42,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0138_i7,UDP0138_i5,
WCB_M_43,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0139_i7,UDP0139_i5,
WCB_M_44,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0140_i7,UDP0140_i5,
WCB_M_45,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0141_i7,UDP0141_i5,
WCB_M_46,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0142_i7,UDP0142_i5,
WCB_M_47,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0143_i7,UDP0143_i5,
WCB_M_48,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0144_i7,UDP0144_i5,
WCB_M_49,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0145_i7,UDP0145_i5,
WCB_M_5,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0101_i7,UDP0101_i5,
WCB_M_50,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0146_i7,UDP0146_i5,
WCB_M_51,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0147_i7,UDP0147_i5,
WCB_M_52,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0148_i7,UDP0148_i5,
WCB_M_53,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0149_i7,UDP0149_i5,
WCB_M_54,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0150_i7,UDP0150_i5,
WCB_M_55,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0151_i7,UDP0151_i5,
WCB_M_56,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0152_i7,UDP0152_i5,
WCB_M_57,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0153_i7,UDP0153_i5,
WCB_M_58,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0154_i7,UDP0154_i5,
WCB_M_59,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0155_i7,UDP0155_i5,
WCB_M_6,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0102_i7,UDP0102_i5,
WCB_M_60,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0156_i7,UDP0156_i5,
WCB_M_61,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0157_i7,UDP0157_i5,
WCB_M_62,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0158_i7,UDP0158_i5,
WCB_M_63,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0159_i7,UDP0159_i5,
WCB_M_64,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0160_i7,UDP0160_i5,
WCB_M_65,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0161_i7,UDP0161_i5,
WCB_M_66,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0162_i7,UDP0162_i5,
WCB_M_67,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0163_i7,UDP0163_i5,
WCB_M_68,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0164_i7,UDP0164_i5,
WCB_M_69,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0165_i7,UDP0165_i5,
WCB_M_7,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0103_i7,UDP0103_i5,
WCB_M_70,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0166_i7,UDP0166_i5,
WCB_M_8,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0104_i7,UDP0104_i5,
WCB_M_9,,Western Cape Breton_Male,46.799528,-61.371278,2021,,UDP0105_i7,UDP0105_i5,
