INDV,O(HOM),E(HOM),N_SITES,F,POP
NS.1781.002.UDP0204_i7---UDP0204_i5.10B13.realigned.bam,5110454,5961746.9,8210365,-0.37858,CMA 10B
NS.1781.002.UDP0205_i7---UDP0205_i5.10B14.realigned.bam,5244394,5775635.6,7960283,-0.24317,CMA 10B
NS.1781.002.UDP0206_i7---UDP0206_i5.10B15.realigned.bam,5188934,5768861.2,7950941,-0.26577,CMA 10B
NS.1781.002.UDP0207_i7---UDP0207_i5.10B41.realigned.bam,5185435,5863328.4,8077795,-0.30612,CMA 10B
NS.1781.002.UDP0208_i7---UDP0208_i5.BdC18.realigned.bam,5225431,5551725.9,7658255,-0.1549,Baie des Chal
NS.1781.002.UDP0209_i7---UDP0209_i5.10B17.realigned.bam,5119100,5980084.5,8235227,-0.38179,CMA 10B
NS.1781.002.UDP0210_i7---UDP0210_i5.10B18.realigned.bam,5209701,5582050.7,7698895,-0.1759,CMA 10B
NS.1781.002.UDP0211_i7---UDP0211_i5.10B19.realigned.bam,5230107,5536859.8,7637869,-0.146,CMA 10B
NS.1781.002.UDP0212_i7---UDP0212_i5.10B20.realigned.bam,5169492,5925488,8161553,-0.33809,CMA 10B
NS.1781.002.UDP0213_i7---UDP0213_i5.10B21.realigned.bam,5210302,5544679,7648991,-0.1589,CMA 10B
NS.1781.002.UDP0214_i7---UDP0214_i5.10B22.realigned.bam,5256815,5758150.3,7936512,-0.23014,CMA 10B
NS.1781.002.UDP0215_i7---UDP0215_i5.10B42.realigned.bam,5272432,5743036.3,7916043,-0.21657,CMA 10B
NS.1781.002.UDP0216_i7---UDP0216_i5.BdC19.realigned.bam,5219631,5441438.4,7509144,-0.10727,Baie des Chal
NS.1781.002.UDP0217_i7---UDP0217_i5.10B25.realigned.bam,5200438,5902258.8,8130508,-0.31497,CMA 10B
NS.1781.002.UDP0218_i7---UDP0218_i5.10B26.realigned.bam,5090124,6013577.5,8280168,-0.40742,CMA 10B
NS.1781.002.UDP0219_i7---UDP0219_i5.10B27.realigned.bam,5242026,5681553.5,7833473,-0.20425,CMA 10B
NS.1781.002.UDP0220_i7---UDP0220_i5.10B28.realigned.bam,5244255,5833820.8,8038588,-0.26741,CMA 10B
NS.1781.002.UDP0221_i7---UDP0221_i5.10B29.realigned.bam,5180064,5412885,7470815,-0.11313,CMA 10B
NS.1781.002.UDP0222_i7---UDP0222_i5.10B30.realigned.bam,5239953,5491021.8,7575716,-0.12043,CMA 10B
NS.1781.002.UDP0223_i7---UDP0223_i5.10B31.realigned.bam,5267547,5572958.9,7685841,-0.14455,CMA 10B
NS.1781.002.UDP0224_i7---UDP0224_i5.BdC20.realigned.bam,5252598,5748464.2,7923715,-0.22796,Baie des Chal
NS.1781.002.UDP0225_i7---UDP0225_i5.10B33.realigned.bam,5213724,5570098,7683126,-0.16866,CMA 10B
NS.1781.002.UDP0226_i7---UDP0226_i5.10B34.realigned.bam,5241369,5824496.5,8025725,-0.26491,CMA 10B
NS.1781.002.UDP0227_i7---UDP0227_i5.10B35.realigned.bam,5190795,5880713.6,8101752,-0.31063,CMA 10B
NS.1781.002.UDP0228_i7---UDP0228_i5.10B36.realigned.bam,5214033,5902049.4,8130264,-0.30877,CMA 10B
NS.1781.002.UDP0229_i7---UDP0229_i5.10B37.realigned.bam,5232769,5566514.6,7678251,-0.15804,CMA 10B
NS.1781.002.UDP0230_i7---UDP0230_i5.10B38.realigned.bam,4495095,4351989.5,6029840,0.08529,CMA 10B
NS.1781.002.UDP0231_i7---UDP0231_i5.10B39.realigned.bam,5168222,5472761,7550814,-0.14655,CMA 10B
NS.1781.002.UDP0232_i7---UDP0232_i5.BdC21.realigned.bam,5226838,5622495.6,7753484,-0.18567,Baie des Chal
NS.1781.002.UDP0233_i7---UDP0233_i5.4_1.realigned.bam,5294374,5784740.3,7971005,-0.22429,CMA 4
NS.1781.002.UDP0234_i7---UDP0234_i5.4_2.realigned.bam,5284540,5669844.7,7816671,-0.17948,CMA 4
NS.1781.002.UDP0235_i7---UDP0235_i5.4_3.realigned.bam,5294439,5741697.3,7913853,-0.20591,CMA 4
NS.1781.002.UDP0236_i7---UDP0236_i5.4_4.realigned.bam,5275633,5666640.7,7812845,-0.18219,CMA 4
NS.1781.002.UDP0237_i7---UDP0237_i5.4_5.realigned.bam,5269329,5717409.6,7878439,-0.20735,CMA 4
NS.1781.002.UDP0238_i7---UDP0238_i5.4_6.realigned.bam,5303038,5829790.4,8032492,-0.23914,CMA 4
NS.1781.002.UDP0239_i7---UDP0239_i5.4_7.realigned.bam,5297900,5794297.1,7985058,-0.22659,CMA 4
NS.1781.002.UDP0240_i7---UDP0240_i5.BdC22.realigned.bam,5251286,5711010.8,7872863,-0.21265,Baie des Chal
NS.1781.002.UDP0241_i7---UDP0241_i5.4_9.realigned.bam,5230894,5899693,8126481,-0.30034,CMA 4
NS.1781.002.UDP0242_i7---UDP0242_i5.4_10.realigned.bam,5182584,5943927,8186713,-0.33946,CMA 4
NS.1781.002.UDP0243_i7---UDP0243_i5.4_11.realigned.bam,5085413,5990500.2,8249064,-0.40074,CMA 4
NS.1781.002.UDP0244_i7---UDP0244_i5.4_12.realigned.bam,5241897,5847115.8,8056170,-0.27397,CMA 4
NS.1781.002.UDP0245_i7---UDP0245_i5.4_13.realigned.bam,5300048,5792023.6,7981333,-0.22472,CMA 4
NS.1781.002.UDP0246_i7---UDP0246_i5.4_14.realigned.bam,5221750,5924465.2,8160001,-0.31434,CMA 4
NS.1781.002.UDP0247_i7---UDP0247_i5.4_15.realigned.bam,5133178,5987599.9,8244753,-0.37854,CMA 4
NS.1781.002.UDP0248_i7---UDP0248_i5.BdC23.realigned.bam,5177614,5921404,8156442,-0.33279,Baie des Chal
NS.1781.002.UDP0249_i7---UDP0249_i5.4_17.realigned.bam,5235995,5895225.4,8120103,-0.2963,CMA 4
NS.1781.002.UDP0250_i7---UDP0250_i5.4_18.realigned.bam,5124878,5988015,8245871,-0.38228,CMA 4
NS.1781.002.UDP0251_i7---UDP0251_i5.4_19.realigned.bam,5061686,6021216.1,8290228,-0.42288,CMA 4
NS.1781.002.UDP0252_i7---UDP0252_i5.4_20.realigned.bam,5190219,5357849.3,7395331,-0.08227,CMA 4
NS.1781.002.UDP0253_i7---UDP0253_i5.4_21.realigned.bam,5275852,5641488.9,7778448,-0.1711,CMA 4
NS.1781.002.UDP0254_i7---UDP0254_i5.4_22.realigned.bam,5156332,5962679.9,8211360,-0.35859,CMA 4
NS.1781.002.UDP0255_i7---UDP0255_i5.4_23.realigned.bam,5280579,5736831,7906150,-0.21032,CMA 4
NS.1781.002.UDP0256_i7---UDP0256_i5.BdC24.realigned.bam,5219174,5714493.1,7877775,-0.22897,Baie des Chal
NS.1781.002.UDP0257_i7---UDP0257_i5.4_25.realigned.bam,5275764,5832304,8036269,-0.25252,CMA 4
NS.1781.002.UDP0258_i7---UDP0258_i5.4_26.realigned.bam,5185632,5848421.2,8057796,-0.29999,CMA 4
NS.1781.002.UDP0259_i7---UDP0259_i5.4_27.realigned.bam,5172870,5938546.1,8178976,-0.34175,CMA 4
NS.1781.002.UDP0260_i7---UDP0260_i5.4_28.realigned.bam,5281172,5600259.6,7722689,-0.15034,CMA 4
NS.1781.002.UDP0261_i7---UDP0261_i5.4_29.realigned.bam,5203676,5364428.7,7402611,-0.07887,CMA 4
NS.1781.002.UDP0262_i7---UDP0262_i5.4_30.realigned.bam,5254545,5875059.3,8093458,-0.27971,CMA 4
NS.1781.002.UDP0263_i7---UDP0263_i5.4_31.realigned.bam,5187112,5910662,8141684,-0.32431,CMA 4
NS.1781.002.UDP0264_i7---UDP0264_i5.BdC25.realigned.bam,5208680,5855131.9,8067050,-0.29226,Baie des Chal
NS.1781.002.UDP0265_i7---UDP0265_i5.4_33.realigned.bam,5204089,5456366.8,7528693,-0.12174,CMA 4
NS.1781.002.UDP0266_i7---UDP0266_i5.4_34.realigned.bam,4207615,3984099.4,5526124,0.14495,CMA 4
NS.1781.002.UDP0267_i7---UDP0267_i5.4_35.realigned.bam,5240367,5866188.6,8081615,-0.28248,CMA 4
NS.1781.002.UDP0268_i7---UDP0268_i5.4_36.realigned.bam,5244011,5574261.1,7687329,-0.15629,CMA 4
NS.1781.002.UDP0269_i7---UDP0269_i5.4_37.realigned.bam,4753967,4664888.2,6455741,0.04974,CMA 4
NS.1781.002.UDP0270_i7---UDP0270_i5.4_38.realigned.bam,5258753,5761032.3,7940232,-0.23049,CMA 4
NS.1781.002.UDP0271_i7---UDP0271_i5.4_39.realigned.bam,5274857,5629112.9,7759684,-0.16627,CMA 4
NS.1781.002.UDP0272_i7---UDP0272_i5.BdC26.realigned.bam,5175382,5450988.7,7522502,-0.13305,Baie des Chal
NS.1781.002.UDP0273_i7---UDP0273_i5.BdC1.realigned.bam,393349,323582.3,455953,0.52706,Baie des Chal
NS.1781.002.UDP0274_i7---UDP0274_i5.BdC2.realigned.bam,5103012,5967529.5,8218233,-0.38411,Baie des Chal
NS.1781.002.UDP0275_i7---UDP0275_i5.BdC3.realigned.bam,5190609,5905385.6,8134532,-0.32065,Baie des Chal
NS.1781.002.UDP0276_i7---UDP0276_i5.BdC4.realigned.bam,1310615,1112039.9,1558231,0.44505,Baie des Chal
NS.1781.002.UDP0277_i7---UDP0277_i5.BdC5.realigned.bam,5262366,5722718.5,7889232,-0.21249,Baie des Chal
NS.1781.002.UDP0278_i7---UDP0278_i5.BdC6.realigned.bam,5234879,5771648.8,7954837,-0.24587,Baie des Chal
NS.1781.002.UDP0279_i7---UDP0279_i5.BdC7.realigned.bam,5274644,5726977.9,7894407,-0.2087,Baie des Chal
NS.1781.002.UDP0281_i7---UDP0281_i5.BdC9.realigned.bam,5252695,5444775.2,7512715,-0.09288,Baie des Chal
NS.1781.002.UDP0282_i7---UDP0282_i5.BdC10.realigned.bam,5209815,5842062.1,8049470,-0.28642,Baie des Chal
NS.1781.002.UDP0283_i7---UDP0283_i5.BdC11.realigned.bam,5125162,5941892.3,8183929,-0.36428,Baie des Chal
NS.1781.002.UDP0284_i7---UDP0284_i5.BdC12.realigned.bam,5208467,5866193.3,8081959,-0.29684,Baie des Chal
NS.1781.002.UDP0285_i7---UDP0285_i5.BdC13.realigned.bam,25,20.3,27,0.70049,Baie des Chal
NS.1781.002.UDP0286_i7---UDP0286_i5.BdC14.realigned.bam,5251934,5790009.5,7979263,-0.24578,Baie des Chal
NS.1781.002.UDP0287_i7---UDP0287_i5.BdC15.realigned.bam,5179129,5856439.7,8068754,-0.30615,Baie des Chal
NS.1781.003.UDP0193_i7---UDP0193_i5.5A1.realigned.bam,5175075,5319947.1,7342320,-0.07163,CMA 5A
NS.1781.003.UDP0194_i7---UDP0194_i5.5A2.realigned.bam,5256908,5679551.1,7829427,-0.19659,CMA 5A
NS.1781.003.UDP0195_i7---UDP0195_i5.5A3.realigned.bam,5254480,5706119.9,7865951,-0.20911,CMA 5A
NS.1781.003.UDP0196_i7---UDP0196_i5.5A4.realigned.bam,5213828,5810462.6,8006646,-0.27167,CMA 5A
NS.1781.003.UDP0197_i7---UDP0197_i5.5A5.realigned.bam,5247159,5831683.4,8035297,-0.26526,CMA 5A
NS.1781.003.UDP0198_i7---UDP0198_i5.5A6.realigned.bam,5197592,5820441.5,8020283,-0.28313,CMA 5A
NS.1781.003.UDP0199_i7---UDP0199_i5.5A7.realigned.bam,5228515,5668817.1,7815760,-0.20508,CMA 5A
NS.1781.003.UDP0200_i7---UDP0200_i5.5A8.realigned.bam,5269401,5849643,8059006,-0.26263,CMA 5A
NS.1781.003.UDP0201_i7---UDP0201_i5.5A9.realigned.bam,5103845,5218746.4,7206316,-0.05781,CMA 5A
NS.1781.003.UDP0202_i7---UDP0202_i5.5A10.realigned.bam,5223491,5889129.5,8112417,-0.29939,CMA 5A
NS.1781.003.UDP0203_i7---UDP0203_i5.5A11.realigned.bam,5227877,5872462.3,8089973,-0.29068,CMA 5A
NS.1781.003.UDP0204_i7---UDP0204_i5.5A12.realigned.bam,5241473,5862507.3,8076205,-0.28054,CMA 5A
NS.1781.003.UDP0205_i7---UDP0205_i5.5A13.realigned.bam,5212520,5856559.2,8068684,-0.29114,CMA 5A
NS.1781.003.UDP0206_i7---UDP0206_i5.5A14.realigned.bam,5212390,5858771.9,8071864,-0.29207,CMA 5A
NS.1781.003.UDP0207_i7---UDP0207_i5.5A15.realigned.bam,5157383,5940598,8181582,-0.3495,CMA 5A
NS.1781.003.UDP0208_i7---UDP0208_i5.5A16.realigned.bam,5119367,5945707.7,8188533,-0.36844,CMA 5A
NS.1781.003.UDP0209_i7---UDP0209_i5.5A48.realigned.bam,5132293,5215943.5,7201433,-0.04213,CMA 5A
NS.1781.003.UDP0210_i7---UDP0210_i5.5A18.realigned.bam,5263828,5724479.9,7890898,-0.21263,CMA 5A
NS.1781.003.UDP0211_i7---UDP0211_i5.5A19.realigned.bam,5234857,5583813.5,7701003,-0.16482,CMA 5A
NS.1781.003.UDP0212_i7---UDP0212_i5.5A20.realigned.bam,5111850,6002183.6,8264598,-0.39353,CMA 5A
NS.1781.003.UDP0213_i7---UDP0213_i5.5A21.realigned.bam,5172583,5914049.7,8145966,-0.33221,CMA 5A
NS.1781.003.UDP0214_i7---UDP0214_i5.5A22.realigned.bam,505,414.4,581,0.54392,CMA 5A
NS.1781.003.UDP0215_i7---UDP0215_i5.5A23.realigned.bam,5078377,6001492.5,8263745,-0.40805,CMA 5A
NS.1781.003.UDP0216_i7---UDP0216_i5.5A24.realigned.bam,5177181,5938050.3,8178361,-0.33963,CMA 5A
NS.1781.003.UDP0217_i7---UDP0217_i5.5A25.realigned.bam,4953467,4949488.3,6841584,0.0021,CMA 5A
NS.1781.003.UDP0218_i7---UDP0218_i5.5A26.realigned.bam,4513978,4311682.6,5970573,0.12195,CMA 5A
NS.1781.003.UDP0219_i7---UDP0219_i5.5A27.realigned.bam,5202753,5899397.2,8126480,-0.31281,CMA 5A
NS.1781.003.UDP0220_i7---UDP0220_i5.5A28.realigned.bam,5171266,5917503.2,8151183,-0.33408,CMA 5A
NS.1781.003.UDP0221_i7---UDP0221_i5.5A29.realigned.bam,5232458,5770346.1,7952682,-0.24647,CMA 5A
NS.1781.003.UDP0222_i7---UDP0222_i5.5A30.realigned.bam,5187097,5886507.5,8109116,-0.31468,CMA 5A
NS.1781.003.UDP0223_i7---UDP0223_i5.5A31.realigned.bam,5203939,5559716.3,7669022,-0.16867,CMA 5A
NS.1781.003.UDP0224_i7---UDP0224_i5.5A32.realigned.bam,5242301,5841209.5,8048010,-0.27139,CMA 5A
NS.1781.003.UDP0225_i7---UDP0225_i5.5A34.realigned.bam,5059501,5133713.5,7091441,-0.03791,CMA 5A
NS.1781.003.UDP0226_i7---UDP0226_i5.5A35.realigned.bam,5253788,5598750.5,7721141,-0.16253,CMA 5A
NS.1781.003.UDP0227_i7---UDP0227_i5.5A36.realigned.bam,5229067,5605251,7730123,-0.17704,CMA 5A
NS.1781.003.UDP0228_i7---UDP0228_i5.8A41.realigned.bam,5218313,5863330.8,8078234,-0.29122,CMA 8A
NS.1781.003.UDP0229_i7---UDP0229_i5.8A42.realigned.bam,5251509,5811498.8,8007987,-0.25495,CMA 8A
NS.1781.003.UDP0230_i7---UDP0230_i5.8A43.realigned.bam,5194617,5854952.9,8066618,-0.29857,CMA 8A
NS.1781.003.UDP0231_i7---UDP0231_i5.8A44.realigned.bam,5247240,5814188.2,8009277,-0.25828,CMA 8A
NS.1781.003.UDP0233_i7---UDP0233_i5.8A1.realigned.bam,5265022,5776975.4,7960099,-0.2345,CMA 8A
NS.1781.003.UDP0234_i7---UDP0234_i5.8A2.realigned.bam,5259736,5731791.1,7900809,-0.21764,CMA 8A
NS.1781.003.UDP0235_i7---UDP0235_i5.8A3.realigned.bam,5128458,5963212.6,8212105,-0.37118,CMA 8A
NS.1781.003.UDP0236_i7---UDP0236_i5.8A4.realigned.bam,5244455,5636410.5,7770449,-0.18367,CMA 8A
NS.1781.003.UDP0237_i7---UDP0237_i5.8A5.realigned.bam,113,101.8,142,0.27906,CMA 8A
NS.1781.003.UDP0238_i7---UDP0238_i5.8A6.realigned.bam,5158785,5361423.1,7399363,-0.09943,CMA 8A
NS.1781.003.UDP0239_i7---UDP0239_i5.8A7.realigned.bam,5204438,5805305,7999064,-0.2739,CMA 8A
NS.1781.003.UDP0240_i7---UDP0240_i5.8A8.realigned.bam,5196257,5856632.3,8068609,-0.29855,CMA 8A
NS.1781.003.UDP0241_i7---UDP0241_i5.8A9.realigned.bam,5130280,5261375.3,7263724,-0.06547,CMA 8A
NS.1781.003.UDP0242_i7---UDP0242_i5.8A10.realigned.bam,5166220,5874555.6,8093417,-0.31923,CMA 8A
NS.1781.003.UDP0243_i7---UDP0243_i5.8A11.realigned.bam,5257208,5777398.9,7961352,-0.23819,CMA 8A
NS.1781.003.UDP0244_i7---UDP0244_i5.8A12.realigned.bam,4878399,4773581.1,6598564,0.05744,CMA 8A
NS.1781.003.UDP0245_i7---UDP0245_i5.8A13.realigned.bam,5166972,5861811.4,8076281,-0.31377,CMA 8A
NS.1781.003.UDP0246_i7---UDP0246_i5.8A14.realigned.bam,5146381,5926240.3,8162016,-0.34881,CMA 8A
NS.1781.003.UDP0247_i7---UDP0247_i5.8A15.realigned.bam,5123279,5918445.4,8151664,-0.35606,CMA 8A
NS.1781.003.UDP0248_i7---UDP0248_i5.8A16.realigned.bam,5204566,5812861,8011445,-0.27668,CMA 8A
NS.1781.003.UDP0249_i7---UDP0249_i5.8A17.realigned.bam,5046496,5104075.5,7048962,-0.02961,CMA 8A
NS.1781.003.UDP0250_i7---UDP0250_i5.8A18.realigned.bam,5197559,5339634,7368377,-0.07003,CMA 8A
NS.1781.003.UDP0251_i7---UDP0251_i5.8A19.realigned.bam,5253720,5763603,7942712,-0.23399,CMA 8A
NS.1781.003.UDP0252_i7---UDP0252_i5.8A20.realigned.bam,5250128,5733786.8,7903124,-0.22295,CMA 8A
NS.1781.003.UDP0253_i7---UDP0253_i5.8A21.realigned.bam,5319939,5494233.8,7576487,-0.0837,CMA 8A
